player_id,level,total_plays,total_pickoffs,percent_pickoff,bayesian_percent_pickoff
9570,1A,39,0.0,0.0,0.02032887911047896
378,1A,12,0.0,0.0,0.029181778077945603
9701,1A,10,0.0,0.0,0.030154504013877124
7521,1A,5,0.0,0.0,0.03289582256059322
7784,1A,39,5.0,0.1282051282051282,0.07650865439137783
2401,1A,20,0.0,0.0,0.025846717726180392
3711,1A,5,0.0,0.0,0.03289582256059322
7480,1A,22,0.0,0.0,0.0251287533448976
2259,1A,14,0.0,0.0,0.028269847513009802
552,1A,83,0.0,0.0,0.0136035356453581
7980,1A,31,1.0,0.03225806451612903,0.03468234865225466
7967,1A,16,0.0,0.0,0.02741318546716102
5576,1A,26,0.0,0.0,0.023806187379376675
344,1A,70,0.0,0.0,0.015077252006938562
9412,1A,45,2.0,0.044444444444444446,0.040097581482448706
6331,1A,22,0.0,0.0,0.0251287533448976
5582,1A,23,0.0,0.0,0.024784523847022292
7475,1A,11,0.0,0.0,0.029660167882502086
2528,1A,16,0.0,0.0,0.02741318546716102
733,1A,92,4.0,0.043478260869565216,0.04091035380868047
9314,1A,20,1.0,0.05,0.040132432011894675
4333,1A,8,0.0,0.0,0.031194314497114264
2629,1A,38,0.0,0.0,0.020559889100370765
5551,1A,12,0.0,0.0,0.029181778077945603
8403,1A,5,0.0,0.0,0.03289582256059322
6926,1A,4,0.0,0.0,0.03350500445986347
7899,1A,11,0.0,0.0,0.029660167882502086
660788,1A,9,2.0,0.2222222222222222,0.06456390238699368
7959,1A,20,0.0,0.0,0.025846717726180392
5975,1A,4,0.0,0.0,0.03350500445986347
6467,1A,30,0.0,0.0,0.02261587801040784
7468,1A,15,0.0,0.0,0.02783492678204042
2787,1A,4,0.0,0.0,0.03350500445986347
2655,1A,23,0.0,0.0,0.024784523847022292
7756,1A,49,0.0,0.0,0.018275456978107348
7342,1A,13,0.0,0.0,0.028718575251311544
3671,1A,12,0.0,0.0,0.029181778077945603
7305,1A,29,3.0,0.10344827586206896,0.060876838491552246
5237,1A,8,1.0,0.125,0.048435693807459095
8513,1A,26,0.0,0.0,0.023806187379376675
8494,1A,28,0.0,0.0,0.023195772318367017
6918,1A,23,0.0,0.0,0.024784523847022292
2460,1A,3,0.0,0.0,0.03413717435533259
7403,1A,20,0.0,0.0,0.025846717726180392
9250,1A,16,0.0,0.0,0.02741318546716102
4726,1A,3,0.0,0.0,0.03413717435533259
3221,1A,45,0.0,0.0,0.01904494990350134
354,1A,228,6.0,0.02631578947368421,0.028090900146879955
6117,1A,30,0.0,0.0,0.02261587801040784
2051,1A,33,1.0,0.030303030303030304,0.033846629407622016
4404,1A,8,0.0,0.0,0.031194314497114264
7714,1A,15,0.0,0.0,0.02783492678204042
2534,1A,41,1.0,0.024390243902439025,0.030871101547611288
7234,1A,24,0.0,0.0,0.02444959784908956
6426,1A,13,0.0,0.0,0.028718575251311544
3127,1A,44,0.0,0.0,0.01924755575353859
9707,1A,15,0.0,0.0,0.02783492678204042
4137,1A,12,0.0,0.0,0.029181778077945603
3674,1A,3,0.0,0.0,0.03413717435533259
9658,1A,8,0.0,0.0,0.031194314497114264
2455,1A,2,0.0,0.0,0.034793658477550525
9349,1A,5,0.0,0.0,0.03289582256059322
6519,1A,19,3.0,0.15789473684210525,0.06969956870771923
6041,1A,13,0.0,0.0,0.028718575251311544
4612,1A,6,0.0,0.0,0.03230839715772549
305,1A,35,0.0,0.0,0.021285532245089733
7938,1A,17,0.0,0.0,0.027004033445263094
8912,1A,22,4.0,0.18181818181818182,0.08068430890045315
9664,1A,22,0.0,0.0,0.0251287533448976
8061,1A,8,0.0,0.0,0.031194314497114264
4102,1A,26,1.0,0.038461538461538464,0.03696408211621878
676055,1A,9,0.0,0.0,0.03066559730224792
7987,1A,28,1.0,0.03571428571428571,0.03601628513887984
2183,1A,25,0.0,0.0,0.0241236032111017
2506,1A,12,0.0,0.0,0.029181778077945603
7387,1A,11,0.0,0.0,0.029660167882502086
5822,1A,13,0.0,0.0,0.028718575251311544
9514,1A,26,0.0,0.0,0.023806187379376675
8838,1A,26,0.0,0.0,0.023806187379376675
7372,1A,5,0.0,0.0,0.03289582256059322
9151,1A,23,2.0,0.08695652173913043,0.0521817841209949
8219,1A,9,0.0,0.0,0.03066559730224792
2357,1A,25,0.0,0.0,0.0241236032111017
2334,1A,25,0.0,0.0,0.0241236032111017
9153,1A,2,0.0,0.0,0.034793658477550525
9281,1A,17,0.0,0.0,0.027004033445263094
5858,1A,18,0.0,0.0,0.026606915306362167
7189,1A,2,0.0,0.0,0.034793658477550525
9643,1A,19,0.0,0.0,0.026221307838154018
9997,1A,11,0.0,0.0,0.029660167882502086
3605,1A,35,0.0,0.0,0.021285532245089733
750,1A,67,0.0,0.0,0.015463848212244677
9553,1A,6,0.0,0.0,0.03230839715772549
5107,1A,26,0.0,0.0,0.023806187379376675
672,1A,68,0.0,0.0,0.01533279865112396
3327,1A,4,0.0,0.0,0.03350500445986347
8347,1A,27,0.0,0.0,0.023497016114709446
3052,1A,13,0.0,0.0,0.028718575251311544
5307,1A,52,0.0,0.0,0.01773794353757478
2824,1A,10,0.0,0.0,0.030154504013877124
3060,1A,17,0.0,0.0,0.027004033445263094
6439,1A,26,0.0,0.0,0.023806187379376675
2625,1A,6,0.0,0.0,0.03230839715772549
9354,1A,26,0.0,0.0,0.023806187379376675
6715,1A,1,0.0,0.0,0.03547588707514956
7805,1A,9,0.0,0.0,0.03066559730224792
6627,1A,17,0.0,0.0,0.027004033445263094
5749,1A,3,0.0,0.0,0.03413717435533259
9962,1A,14,0.0,0.0,0.028269847513009802
8702,1A,6,0.0,0.0,0.03230839715772549
7793,1A,5,0.0,0.0,0.03289582256059322
9378,1A,35,0.0,0.0,0.021285532245089733
564,1A,44,0.0,0.0,0.01924755575353859
4156,1A,18,0.0,0.0,0.026606915306362167
8617,1A,22,0.0,0.0,0.0251287533448976
2272,1A,39,2.0,0.05128205128205128,0.04280078922283851
9322,1A,1,0.0,0.0,0.03547588707514956
9420,1A,8,0.0,0.0,0.031194314497114264
5346,1A,18,0.0,0.0,0.026606915306362167
7361,1A,12,0.0,0.0,0.029181778077945603
7067,1A,6,0.0,0.0,0.03230839715772549
6502,1A,25,0.0,0.0,0.0241236032111017
6206,1A,11,0.0,0.0,0.029660167882502086
9210,1A,16,0.0,0.0,0.02741318546716102
6915,1A,29,0.0,0.0,0.022902154947248447
2170,1A,2,0.0,0.0,0.034793658477550525
7992,1A,23,0.0,0.0,0.024784523847022292
2270,1A,13,0.0,0.0,0.028718575251311544
2393,1A,32,0.0,0.0,0.022064271229666185
411,1A,27,0.0,0.0,0.023497016114709446
9452,1A,20,0.0,0.0,0.025846717726180392
7974,1A,51,0.0,0.0,0.0179135667409171
8557,1A,1,0.0,0.0,0.03547588707514956
2003,1A,18,0.0,0.0,0.026606915306362167
766,1A,23,0.0,0.0,0.024784523847022292
2913,1A,5,0.0,0.0,0.03289582256059322
6137,1A,42,0.0,0.0,0.019665980878615513
8759,1A,29,0.0,0.0,0.022902154947248447
3308,1A,30,1.0,0.03333333333333333,0.035115878010407844
9647,1A,15,0.0,0.0,0.02783492678204042
3743,1A,16,4.0,0.25,0.08801924607322163
2915,1A,11,0.0,0.0,0.029660167882502086
8586,1A,47,10.0,0.2127659574468085,0.12174505402920235
583,1A,20,0.0,0.0,0.025846717726180392
3206,1A,10,0.0,0.0,0.030154504013877124
7673,1A,28,0.0,0.0,0.023195772318367017
5974,1A,44,0.0,0.0,0.01924755575353859
6952,1A,28,0.0,0.0,0.023195772318367017
7802,1A,16,0.0,0.0,0.02741318546716102
4121,1A,15,0.0,0.0,0.02783492678204042
2348,1A,36,0.0,0.0,0.02103802605619334
6424,1A,11,0.0,0.0,0.029660167882502086
8870,1A,15,0.0,0.0,0.02783492678204042
2025,1A,20,0.0,0.0,0.025846717726180392
5543,1A,13,0.0,0.0,0.028718575251311544
8175,2A,3,1.0,0.3333333333333333,0.05300509888363448
308,2A,30,0.0,0.0,0.02261587801040784
550,2A,182,3.0,0.016483516483516484,0.020729613107037186
9082,2A,21,2.0,0.09523809523809523,0.05365169353285391
558,2A,3,3.0,1.0,0.09074094794023825
923,2A,46,3.0,0.06521739130434782,0.050096565008673204
642,2A,2,0.0,0.0,0.034793658477550525
8415,2A,31,1.0,0.03225806451612903,0.03468234865225466
340,2A,23,0.0,0.0,0.024784523847022292
4560,2A,6,0.0,0.0,0.03230839715772549
436,2A,6,0.0,0.0,0.03230839715772549
7328,2A,39,3.0,0.07692307692307693,0.054036744279018285
6782,2A,6,0.0,0.0,0.03230839715772549
386,2A,16,0.0,0.0,0.02741318546716102
673,2A,85,0.0,0.0,0.013402001783945388
549,2A,303,9.0,0.0297029702970297,0.030621162155333226
9864,2A,21,2.0,0.09523809523809523,0.05365169353285391
7627,2A,1,0.0,0.0,0.03547588707514956
8548,2A,1,1.0,1.0,0.05508373021240446
456,2A,35,1.0,0.02857142857142857,0.03305023812744268
8483,2A,13,4.0,0.3076923076923077,0.09221063874337504
5568,2A,1,1.0,1.0,0.05508373021240446
3783,2A,1,1.0,1.0,0.05508373021240446
2280,2A,14,0.0,0.0,0.028269847513009802
322,2A,12,0.0,0.0,0.029181778077945603
5104,2A,20,0.0,0.0,0.025846717726180392
2537,2A,33,0.0,0.0,0.021798436636537678
9848,2A,10,0.0,0.0,0.030154504013877124
4507,2A,3,0.0,0.0,0.03413717435533259
8859,2A,21,0.0,0.0,0.025482679448346864
3337,2A,10,0.0,0.0,0.030154504013877124
2700,2A,6,0.0,0.0,0.03230839715772549
8880,2A,20,0.0,0.0,0.025846717726180392
7385,2A,6,0.0,0.0,0.03230839715772549
3268,2A,19,1.0,0.05263157894736842,0.040714061461342425
551,2A,41,0.0,0.0,0.0198820905586003
2925,2A,23,1.0,0.043478260869565216,0.038483153984008596
576,2A,39,0.0,0.0,0.02032887911047896
6150,2A,23,0.0,0.0,0.024784523847022292
974,2A,25,0.0,0.0,0.0241236032111017
5429,2A,34,2.0,0.058823529411764705,0.04534845524800747
808,2A,49,0.0,0.0,0.018275456978107348
7419,2A,7,0.0,0.0,0.03174158317250223
7519,2A,21,0.0,0.0,0.025482679448346864
3535,2A,32,0.0,0.0,0.022064271229666185
6678,2A,20,0.0,0.0,0.025846717726180392
391,2A,22,0.0,0.0,0.0251287533448976
7770,2A,13,0.0,0.0,0.028718575251311544
961,2A,225,3.0,0.013333333333333334,0.017488255421209555
3464,2A,20,0.0,0.0,0.025846717726180392
949,2A,101,1.0,0.009900990099009901,0.018604438681010776
620,2A,9,0.0,0.0,0.03066559730224792
602,2A,167,0.0,0.0,0.008337650879413029
7017,2A,31,1.0,0.03225806451612903,0.03468234865225466
2098,2A,18,0.0,0.0,0.026606915306362167
3393,2A,21,0.0,0.0,0.025482679448346864
4220,2A,19,0.0,0.0,0.026221307838154018
344,2A,138,0.0,0.0,0.009623777876769294
7195,2A,23,0.0,0.0,0.024784523847022292
5735,2A,14,0.0,0.0,0.028269847513009802
3525,2A,43,6.0,0.13953488372093023,0.08397064775088847
305,2A,43,0.0,0.0,0.019454518718630402
3730,2A,15,0.0,0.0,0.02783492678204042
5308,2A,6,0.0,0.0,0.03230839715772549
585,2A,29,0.0,0.0,0.022902154947248447
2504,2A,5,0.0,0.0,0.03289582256059322
5725,2A,19,0.0,0.0,0.026221307838154018
7285,2A,4,0.0,0.0,0.03350500445986347
8549,2A,25,0.0,0.0,0.0241236032111017
4316,2A,12,0.0,0.0,0.029181778077945603
9034,2A,10,0.0,0.0,0.030154504013877124
819,2A,14,1.0,0.07142857142857142,0.0438948475130098
5454,2A,31,4.0,0.12903225806451613,0.07171938568929169
6928,2A,43,0.0,0.0,0.019454518718630402
7914,2A,13,0.0,0.0,0.028718575251311544
437,2A,80,0.0,0.0,0.01391746339102021
6020,2A,31,0.0,0.0,0.02233666963990898
9610,2A,15,0.0,0.0,0.02783492678204042
6633,2A,18,0.0,0.0,0.026606915306362167
3032,2A,42,0.0,0.0,0.019665980878615513
343,2A,31,0.0,0.0,0.02233666963990898
2593,2A,7,0.0,0.0,0.03174158317250223
3202,2A,26,0.0,0.0,0.023806187379376675
3112,2A,20,0.0,0.0,0.025846717726180392
2985,2A,1,0.0,0.0,0.03547588707514956
4719,2A,40,0.0,0.0,0.02010300267591808
943,2A,91,7.0,0.07692307692307693,0.062477093906614385
9433,2A,43,0.0,0.0,0.019454518718630402
639,2A,101,3.0,0.0297029702970297,0.031849471793593556
2806,2A,14,0.0,0.0,0.028269847513009802
849,2A,16,0.0,0.0,0.02741318546716102
5338,2A,33,1.0,0.030303030303030304,0.033846629407622016
8924,2A,3,0.0,0.0,0.03413717435533259
8399,2A,19,1.0,0.05263157894736842,0.040714061461342425
6051,2A,18,1.0,0.05555555555555555,0.041312797659303346
7388,2A,14,3.0,0.21428571428571427,0.0751448475130098
9884,2A,3,1.0,0.3333333333333333,0.05300509888363448
886,2A,110,0.0,0.0,0.01130793900520392
5606,2A,8,0.0,0.0,0.031194314497114264
2412,2A,17,0.0,0.0,0.027004033445263094
913,2A,36,0.0,0.0,0.02103802605619334
6762,2A,41,0.0,0.0,0.0198820905586003
6223,2A,15,0.0,0.0,0.02783492678204042
2373,2A,16,0.0,0.0,0.02741318546716102
6708,2A,15,0.0,0.0,0.02783492678204042
2273,2A,28,0.0,0.0,0.023195772318367017
4050,2A,11,0.0,0.0,0.029660167882502086
6576,2A,6,0.0,0.0,0.03230839715772549
7582,2A,11,0.0,0.0,0.029660167882502086
4785,2A,17,5.0,0.29411764705882354,0.10163089911690489
5377,2A,12,0.0,0.0,0.029181778077945603
6858,2A,4,0.0,0.0,0.03350500445986347
5461,2A,12,0.0,0.0,0.029181778077945603
2516,2A,3,0.0,0.0,0.03413717435533259
3604,2A,4,0.0,0.0,0.03350500445986347
8238,2A,26,0.0,0.0,0.023806187379376675
9815,2A,23,0.0,0.0,0.024784523847022292
2813,2A,27,1.0,0.037037037037037035,0.03648402910172243
893,2A,17,0.0,0.0,0.027004033445263094
6704,2A,2,0.0,0.0,0.034793658477550525
5063,2A,16,0.0,0.0,0.02741318546716102
4449,2A,23,0.0,0.0,0.024784523847022292
5696,2A,11,0.0,0.0,0.029660167882502086
8256,2A,17,0.0,0.0,0.027004033445263094
6052,2A,13,0.0,0.0,0.028718575251311544
9913,2A,12,0.0,0.0,0.029181778077945603
552,2A,4,0.0,0.0,0.03350500445986347
4085,2A,39,0.0,0.0,0.02032887911047896
473,2A,136,0.0,0.0,0.009727259359315201
8321,2A,13,0.0,0.0,0.028718575251311544
7729,2A,31,0.0,0.0,0.02233666963990898
4559,2A,7,0.0,0.0,0.03174158317250223
6165,2A,7,0.0,0.0,0.03174158317250223
733,2A,126,0.0,0.0,0.010279944550185383
4854,2A,2,0.0,0.0,0.034793658477550525
367,2A,45,0.0,0.0,0.01904494990350134
9018,2A,17,0.0,0.0,0.027004033445263094
8296,2A,1,0.0,0.0,0.03547588707514956
7819,2A,32,0.0,0.0,0.022064271229666185
3311,2A,58,0.0,0.0,0.016752502229931736
4822,2A,4,0.0,0.0,0.03350500445986347
5863,2A,22,1.0,0.045454545454545456,0.03901764223378649
8084,2A,22,0.0,0.0,0.0251287533448976
8422,2A,24,0.0,0.0,0.02444959784908956
6240,2A,4,0.0,0.0,0.03350500445986347
2088,2A,45,0.0,0.0,0.01904494990350134
7929,2A,10,0.0,0.0,0.030154504013877124
6324,2A,23,0.0,0.0,0.024784523847022292
2878,2A,7,0.0,0.0,0.03174158317250223
5610,2A,35,1.0,0.02857142857142857,0.03305023812744268
5287,2A,22,0.0,0.0,0.0251287533448976
9339,2A,58,7.0,0.1206896551724138,0.08156731704474655
8326,2A,10,0.0,0.0,0.030154504013877124
3662,2A,6,0.0,0.0,0.03230839715772549
655,2A,98,1.0,0.01020408163265306,0.018981555681301537
6609,2A,35,3.0,0.08571428571428572,0.05657964989214856
2430,2A,20,0.0,0.0,0.025846717726180392
2414,2A,20,4.0,0.2,0.08298957486903753
714,2A,99,1.0,0.010101010101010102,0.01885416269015186
6865,2A,8,0.0,0.0,0.031194314497114264
7024,2A,12,0.0,0.0,0.029181778077945603
7374,2A,42,0.0,0.0,0.019665980878615513
3750,2A,13,0.0,0.0,0.028718575251311544
9795,2A,22,1.0,0.045454545454545456,0.03901764223378649
3736,2A,7,0.0,0.0,0.03174158317250223
8979,2A,12,0.0,0.0,0.029181778077945603
5562,2A,4,0.0,0.0,0.03350500445986347
7587,2A,16,0.0,0.0,0.02741318546716102
8853,2A,18,0.0,0.0,0.026606915306362167
504,2A,17,1.0,0.058823529411764705,0.041929406579591454
5472,2A,16,0.0,0.0,0.02741318546716102
2486,2A,16,3.0,0.1875,0.07286773092170648
4582,2A,36,0.0,0.0,0.02103802605619334
8145,2A,32,0.0,0.0,0.022064271229666185
2379,2A,5,0.0,0.0,0.03289582256059322
9798,2A,36,0.0,0.0,0.02103802605619334
389,2A,23,1.0,0.043478260869565216,0.038483153984008596
955,2A,68,0.0,0.0,0.01533279865112396
2046,2A,9,0.0,0.0,0.03066559730224792
8391,2A,10,0.0,0.0,0.030154504013877124
8249,2A,33,0.0,0.0,0.021798436636537678
9566,2A,20,0.0,0.0,0.025846717726180392
3428,2A,8,0.0,0.0,0.031194314497114264
9969,2A,23,0.0,0.0,0.024784523847022292
814,2A,12,0.0,0.0,0.029181778077945603
7116,2A,6,0.0,0.0,0.03230839715772549
665053,2A,13,0.0,0.0,0.028718575251311544
669209,2A,9,0.0,0.0,0.03066559730224792
2010,2A,12,0.0,0.0,0.029181778077945603
7861,2A,20,3.0,0.15,0.06870386058332324
9305,2A,21,0.0,0.0,0.025482679448346864
5820,2A,13,1.0,0.07692307692307693,0.044591591124327416
7198,2A,4,0.0,0.0,0.03350500445986347
3189,2A,36,0.0,0.0,0.02103802605619334
6578,2A,11,0.0,0.0,0.029660167882502086
8056,2A,1,0.0,0.0,0.03547588707514956
4702,2A,6,0.0,0.0,0.03230839715772549
7885,2A,31,0.0,0.0,0.02233666963990898
8542,2A,25,1.0,0.04,0.03745693654443503
7168,2A,18,0.0,0.0,0.026606915306362167
9000,2A,33,0.0,0.0,0.021798436636537678
2585,2A,2,0.0,0.0,0.034793658477550525
8318,2A,23,2.0,0.08695652173913043,0.0521817841209949
8366,2A,37,0.0,0.0,0.020796209664742844
5664,2A,15,0.0,0.0,0.02783492678204042
8328,2A,22,0.0,0.0,0.0251287533448976
5593,2A,6,0.0,0.0,0.03230839715772549
4380,2A,27,0.0,0.0,0.023497016114709446
7201,2A,25,0.0,0.0,0.0241236032111017
4625,2A,15,0.0,0.0,0.02783492678204042
3917,2A,24,0.0,0.0,0.02444959784908956
8086,2A,18,0.0,0.0,0.026606915306362167
9998,2A,18,3.0,0.16666666666666666,0.07072456236518569
4079,2A,18,1.0,0.05555555555555555,0.041312797659303346
6416,2A,4,0.0,0.0,0.03350500445986347
2954,2A,14,0.0,0.0,0.028269847513009802
2262,2A,19,2.0,0.10526315789473684,0.05520681508453083
966,3A,224,3.0,0.013392857142857142,0.017552081170921996
2839,3A,16,0.0,0.0,0.02741318546716102
3183,3A,11,0.0,0.0,0.029660167882502086
645,3A,35,5.0,0.14285714285714285,0.08010906165685444
389,3A,16,0.0,0.0,0.02741318546716102
4128,3A,28,0.0,0.0,0.023195772318367017
2478,3A,19,1.0,0.05263157894736842,0.040714061461342425
8101,3A,5,0.0,0.0,0.03289582256059322
772,3A,12,0.0,0.0,0.029181778077945603
677,3A,68,5.0,0.07352941176470588,0.05770568000705616
6253,3A,25,0.0,0.0,0.0241236032111017
893,3A,277,11.0,0.039711191335740074,0.03917208024719458
7394,3A,25,1.0,0.04,0.03745693654443503
839,3A,5,2.0,0.4,0.06925945892422959
972,3A,17,5.0,0.29411764705882354,0.10163089911690489
6345,3A,10,2.0,0.2,0.06348783734721046
480,3A,3,3.0,1.0,0.09074094794023825
8608,3A,8,0.0,0.0,0.031194314497114264
9954,3A,4,0.0,0.0,0.03350500445986347
720,3A,1,1.0,1.0,0.05508373021240446
3854,3A,1,1.0,1.0,0.05508373021240446
6366,3A,29,3.0,0.10344827586206896,0.060876838491552246
987,3A,22,0.0,0.0,0.0251287533448976
947,3A,75,5.0,0.06666666666666667,0.05447416192666102
768,3A,10,3.0,0.3,0.08015450401387712
2579,3A,10,1.0,0.1,0.04682117068054379
4711,3A,34,0.0,0.0,0.02153893143848366
6157,3A,4,0.0,0.0,0.03350500445986347
7702,3A,15,1.0,0.06666666666666667,0.04321954216665581
4216,3A,19,1.0,0.05263157894736842,0.040714061461342425
3349,3A,14,0.0,0.0,0.028269847513009802
900,3A,213,1.0,0.004694835680751174,0.010681635896702004
978,3A,39,2.0,0.05128205128205128,0.04280078922283851
8950,3A,7,2.0,0.2857142857142857,0.06682930247074785
5077,3A,13,0.0,0.0,0.028718575251311544
674,3A,209,22.0,0.10526315789473684,0.0919276843275391
6550,3A,20,2.0,0.1,0.05441814629760896
436,3A,134,2.0,0.014925373134328358,0.02070255565669906
6829,3A,5,0.0,0.0,0.03289582256059322
567,3A,39,5.0,0.1282051282051282,0.07650865439137783
2437,3A,7,0.0,0.0,0.03174158317250223
7603,3A,36,0.0,0.0,0.02103802605619334
433,3A,339,23.0,0.06784660766961652,0.0637770443209065
2967,3A,35,4.0,0.11428571428571428,0.0683443557745015
891,3A,152,0.0,0.0,0.00895678337045855
2157,3A,14,0.0,0.0,0.028269847513009802
7457,3A,11,0.0,0.0,0.029660167882502086
3136,3A,18,0.0,0.0,0.026606915306362167
2298,3A,5,0.0,0.0,0.03289582256059322
5675,3A,4,0.0,0.0,0.03350500445986347
8344,3A,1,0.0,0.0,0.03547588707514956
8876,3A,26,5.0,0.19230769230769232,0.0895956610635872
9801,3A,15,0.0,0.0,0.02783492678204042
3676,3A,12,0.0,0.0,0.029181778077945603
308,3A,64,1.0,0.015625,0.02464272141081252
3745,3A,23,0.0,0.0,0.024784523847022292
673,3A,55,1.0,0.01818181818181818,0.02675495467459645
8563,3A,21,0.0,0.0,0.025482679448346864
7235,3A,14,0.0,0.0,0.028269847513009802
2922,3A,25,3.0,0.12,0.06412360321110169
2469,3A,56,6.0,0.10714285714285714,0.07367236076257196
4998,3A,22,0.0,0.0,0.0251287533448976
3186,3A,33,0.0,0.0,0.021798436636537678
6666,3A,5,0.0,0.0,0.03289582256059322
9555,3A,29,5.0,0.1724137931034483,0.08619329418775477
6642,3A,9,1.0,0.1111111111111111,0.0476147498446208
4573,3A,16,4.0,0.25,0.08801924607322163
7287,3A,7,0.0,0.0,0.03174158317250223
5433,3A,20,0.0,0.0,0.025846717726180392
2493,3A,4,0.0,0.0,0.03350500445986347
2096,3A,26,3.0,0.11538461538461539,0.06327987158990299
6726,3A,20,0.0,0.0,0.025846717726180392
6044,3A,10,0.0,0.0,0.030154504013877124
7892,3A,41,4.0,0.0975609756097561,0.06383813451464426
5672,3A,19,0.0,0.0,0.026221307838154018
8075,3A,19,0.0,0.0,0.026221307838154018
2499,3A,25,3.0,0.12,0.06412360321110169
2487,3A,10,0.0,0.0,0.030154504013877124
5296,3A,29,0.0,0.0,0.022902154947248447
5665,3A,16,0.0,0.0,0.02741318546716102
4342,3A,7,0.0,0.0,0.03174158317250223
620,3A,81,3.0,0.037037037037037035,0.03671198657124143
4912,3A,13,2.0,0.15384615384615385,0.06046460699734329
9219,3A,4,0.0,0.0,0.03350500445986347
9840,3A,33,3.0,0.09090909090909091,0.05794301494979069
