player_id,level,total_plays,total_pickoffs,percent_pickoff,bayesian_percent_pickoff
7601,3A,35,0.0,0.0,0.0012163477132662989
786,3A,1613,4.0,0.0024798512089274642,0.0024674621501068164
7977,3A,8,0.0,0.0,0.0017825785453040588
4134,3A,29,0.0,0.0,0.0013087285522485495
3449,3A,82,1.0,0.012195121951219513,0.008359011785057845
4829,3A,106,1.0,0.009433962264150943,0.007073009971972022
2325,3A,74,0.0,0.0,0.0008337867389325436
7811,3A,10,0.0,0.0,0.00172315926046059
7648,3A,111,0.0,0.0,0.0006421711529666796
936,3A,26,0.0,0.0,0.001360388889837308
4979,3A,174,0.0,0.0,0.00046156051619480095
3536,3A,52,0.0,0.0,0.0010136230943885824
7106,3A,56,0.0,0.0,0.0009753731662984473
2497,3A,166,1.0,0.006024096385542169,0.005108284979757571
3042,3A,17,0.0,0.0,0.0015431276959348569
8815,3A,145,1.0,0.006896551724137931,0.005658407977577618
2092,3A,156,0.0,0.0,0.0005018910467360942
544,3A,881,0.0,0.0,0.00011105215427243331
2546,3A,31,0.0,0.0,0.0012764142670078447
8498,3A,109,1.0,0.009174311926605505,0.006939556953632927
9561,3A,29,0.0,0.0,0.0013087285522485495
7145,3A,197,0.0,0.0,0.00041858119687301784
8737,3A,50,0.0,0.0,0.0010338955562763541
8524,3A,24,0.0,0.0,0.0013971561571302082
7924,3A,120,1.0,0.008333333333333333,0.00649052679780962
4685,3A,76,0.0,0.0,0.0008205520287907572
7226,3A,102,0.0,0.0,0.000680194444918654
8272,3A,68,0.0,0.0,0.0008761826748104695
659635,3A,31,0.0,0.0,0.0012764142670078447
7086,3A,107,0.0,0.0,0.0006585322014499071
7338,3A,100,0.0,0.0,0.0006892637041842361
6990,3A,75,0.0,0.0,0.0008271164450210833
5239,3A,202,1.0,0.0049504950495049506,0.004378529982649347
6149,3A,121,0.0,0.0,0.000604617284372137
3208,3A,51,2.0,0.0392156862745098,0.020825639164630053
6789,3A,118,0.0,0.0,0.0006154140215930679
5257,4A,32,0.0,0.0,0.0012608482393614074
652,4A,179,0.0,0.0,0.00045148277566653015
431,4A,892,4.0,0.004484304932735426,0.004356039867969889
6534,4A,8,0.0,0.0,0.0017825785453040588
7893,4A,25,0.0,0.0,0.0013785274083684721
5402,4A,69,0.0,0.0,0.0008688197951902135
782,4A,20,0.0,0.0,0.001476993651823363
4741,4A,27,0.0,0.0,0.0013427215016576027
9996,4A,45,0.0,0.0,0.0010883111118698465
8349,4A,76,0.0,0.0,0.0008205520287907572
4567,4A,11,0.0,0.0,0.001694910747994023
2738,4A,91,0.0,0.0,0.0007332592597704639
530,4A,141,2.0,0.014184397163120567,0.011012510762448352
8370,4A,32,0.0,0.0,0.0012608482393614074
7964,4A,25,0.0,0.0,0.0013785274083684721
2693,4A,38,0.0,0.0,0.0011748813139504024
6919,4A,27,1.0,0.037037037037037035,0.01432973448867059
9538,4A,44,0.0,0.0,0.001099888889655696
7448,4A,43,0.0,0.0,0.0011117156519100582
7597,4A,69,0.0,0.0,0.0008688197951902135
4941,4A,19,0.0,0.0,0.0014983993569222523
9075,4A,125,0.0,0.0,0.0005907974607293452
520,4A,861,2.0,0.0023228803716608595,0.002308879863477097
2384,4A,69,0.0,0.0,0.0008688197951902135
5807,4A,35,0.0,0.0,0.0012163477132662989
9279,4A,46,0.0,0.0,0.0010769745377878688
4305,4A,57,0.0,0.0,0.0009662575292302375
4185,4A,54,0.0,0.0,0.0009941303425734173
6239,4A,80,0.0,0.0,0.000795304274058734
2409,4A,73,0.0,0.0,0.000840565492907605
8904,4A,96,0.0,0.0,0.0007081476412851741
8673,4A,39,0.0,0.0,0.0011616804003105102
4974,4A,14,0.0,0.0,0.0016154618066818033
9213,4A,56,0.0,0.0,0.0009753731662984473
4995,4A,74,0.0,0.0,0.0008337867389325436
5390,4A,23,0.0,0.0,0.0014162952825703481
8429,4A,125,1.0,0.008,0.006305083175015059
9791,4A,53,0.0,0.0,0.0010037820934721885
5278,4A,71,0.0,0.0,0.0008544591374184745
6727,4A,45,0.0,0.0,0.0010883111118698465
448,4A,142,1.0,0.007042253521126761,0.005746820602227268
5205,4A,111,0.0,0.0,0.0006421711529666796
920,4A,979,2.0,0.0020429009193054137,0.002044110355323261
6786,4A,63,0.0,0.0,0.0009149518197135877
4371,4A,78,0.0,0.0,0.0008077309033409016
8088,4A,71,0.0,0.0,0.0008544591374184745
4294,4A,55,0.0,0.0,0.0009846624345489087
2322,4A,83,0.0,0.0,0.0007773650799070332
3305,4A,88,0.0,0.0,0.0007491996784611261
3272,4A,32,0.0,0.0,0.0012608482393614074
5151,4A,78,1.0,0.01282051282051282,0.008620230903340902
6687,4A,70,0.0,0.0,0.000861579630230295
2689,4A,126,0.0,0.0,0.0005874406569752012
8111,4A,49,0.0,0.0,0.001044338945733691
719,4A,340,0.0,0.0,0.0002651014246862446
9760,4A,25,0.0,0.0,0.0013785274083684721
8381,4A,82,0.0,0.0,0.0007832542093002682
7094,4A,20,0.0,0.0,0.001476993651823363
3482,4A,125,0.0,0.0,0.0005907974607293452
9335,4A,18,0.0,0.0,0.0015204346415828736
8856,4A,67,0.0,0.0,0.0008836714156208155
9366,4A,97,0.0,0.0,0.0007033303103920777
2533,4A,16,0.0,0.0,0.0015665084186005365
5492,4A,52,0.0,0.0,0.0010136230943885824
8797,4A,139,0.0,0.0,0.0005470346858605048
5363,4A,35,0.0,0.0,0.0012163477132662989
6272,4A,78,0.0,0.0,0.0008077309033409016
